kabupaten,luas_panen,produktivitas,produksi,tahun,curah_hujan_rataan,curah_hujan_total,suhu_rataan,suhu_maksimum,suhu_minimum,kelembapan_rataan
landak,29829.89,31.33,93452.27,2022,8.948191780821919,3266.09,25.602986301369864,27.19,23.54,91.4475890410959
mempawah,15125.74,33.18,50190.35,2022,8.288082191780822,3025.15,27.921369863013698,29.42,26.0,80.9548493150685
sanggau,26153.43,24.52,64116.98,2022,10.19041095890411,3719.5,25.774109589041093,27.32,23.72,91.64580821917808
ketapang,27283.4,38.72,105650.43,2022,11.184054794520547,4082.18,27.320520547945204,28.72,25.95,84.29287671232878
sintang,11240.76,27.85,31303.8,2022,11.60082191780822,4234.3,25.86186301369863,27.43,23.91,91.31312328767123
kapuas hulu,5542.94,27.38,15174.03,2022,10.59717808219178,3867.97,24.208986301369865,25.58,22.45,91.70739726027396
sekadau,9889.04,29.6,29270.04,2022,11.60082191780822,4234.3,25.86186301369863,27.43,23.91,91.31312328767123
melawi,2953.29,26.93,7952.03,2022,11.895342465753425,4341.8,25.15227397260274,26.58,23.5,91.06208219178083
kayong utara,12126.42,34.87,42280.23,2022,9.912958904109589,3618.23,26.432767123287668,28.17,24.39,89.07353424657535
kubu raya,24369.83,28.86,70329.98,2022,8.841972602739727,3227.32,26.57208219178082,28.38,24.7,88.62545205479452
pontianak,130.38,35.09,457.53,2022,8.473150684931506,3092.7,26.321013698630136,28.03,24.41,89.60479452054794
singkawang,3228.15,37.69,12166.26,2022,7.781972602739726,2840.42,27.599780821917808,29.03,25.78,82.65257534246575
sambas,58030.79,30.57,177411.07,2023,9.189287671232877,3354.09,26.625753424657532,28.25,24.41,90.30550684931508
bengkayang,10171.21,34.21,34799.49,2023,9.738164383561644,3554.43,26.465232876712328,28.24,24.19,90.22328767123288
landak,30410.15,32.96,100241.01,2023,9.399205479452055,3430.71,25.98950684931507,27.55,24.14,91.65205479452055
mempawah,15334.95,31.86,48851.99,2023,8.183397260273972,2986.94,28.112520547945206,29.41,26.05,82.20558904109589
sanggau,25139.24,25.67,64523.83,2023,9.357506849315067,3415.49,26.158273972602743,27.79,24.28,91.62761643835617
ketapang,23501.08,37.5,88138.69,2023,8.502082191780822,3103.26,27.533561643835615,28.93,25.97,84.71471232876712
sintang,9100.6,26.91,24485.61,2023,9.662849315068494,3526.94,26.23372602739726,27.69,24.23,91.19613698630135
kapuas hulu,6117.85,29.08,17793.3,2023,8.502630136986301,3103.46,24.538739726027394,25.85,22.67,91.65805479452055
sekadau,9522.54,28.9,27516.36,2023,9.662849315068494,3526.94,26.23372602739726,27.69,24.23,91.19613698630135
melawi,3071.59,29.94,9196.41,2023,9.582794520547944,3497.72,25.422821917808218,27.07,22.75,90.85928767123288
kayong utara,10647.66,35.82,38143.8,2023,8.783671232876712,3206.04,26.733506849315066,28.4,24.59,89.30410958904109
kubu raya,19427.79,28.94,56228.08,2023,8.728712328767124,3185.98,26.876684931506848,28.65,24.69,89.09893150684931
pontianak,116.63,35.17,410.13,2023,8.91827397260274,3255.17,26.664547945205477,28.66,24.53,89.97252054794521
singkawang,3476.44,36.1,12551.03,2023,8.127479452054795,2966.53,27.858493150684932,29.08,25.84,83.75789041095891
sambas,64122.36,30.45,195232.6,2024,9.378825136612022,3432.65,26.896530054644806,28.37,25.42,90.6715300546448
bengkayang,12031.85,30.57,36780.53,2024,10.414508196721311,3811.71,26.77021857923497,28.51,24.99,90.5842349726776
landak,31205.62,31.09,97032.69,2024,10.514754098360656,3848.4,26.26833333333333,27.88,24.37,92.14770491803279
mempawah,17913.41,35.2,63063.54,2024,8.779016393442623,3213.12,28.44497267759563,29.72,26.79,82.31666666666668
sanggau,25062.52,25.64,64252.13,2024,11.047868852459017,4043.52,26.46016393442623,27.83,24.75,92.19125683060109
ketapang,29236.61,36.56,106899.75,2024,11.015601092896175,4031.71,27.872868852459014,29.18,26.0,85.42404371584699
sintang,10727.75,28.29,30346.07,2024,11.349617486338797,4153.96,26.541612021857922,28.11,24.79,91.84620218579235
kapuas hulu,5321.26,27.94,14866.34,2024,10.690054644808743,3912.56,24.90882513661202,26.32,23.11,92.16243169398906
sekadau,11437.76,31.8,36372.21,2024,11.349617486338797,4153.96,26.541612021857922,28.11,24.79,91.84620218579235
melawi,2911.24,27.11,7891.77,2024,10.8025956284153,3953.75,25.803934426229507,27.26,24.03,91.48718579234972
kayong utara,10895.44,34.25,37319.59,2024,10.051475409836065,3678.84,27.05467213114754,28.58,25.33,89.98322404371585
kubu raya,22666.65,27.11,61456.23,2024,10.0,3660.0,27.19224043715847,28.5,25.26,89.65882513661201
pontianak,122.56,27.86,341.46,2024,10.151639344262295,3715.5,26.98554644808743,28.42,24.91,90.37379781420765
singkawang,3552.68,36.39,12929.24,2024,8.193469945355192,2998.81,28.180874316939892,29.74,26.66,83.7103825136612
sambas,68422.0,30.03,205501.0,2025,11.345424657534247,4141.08,26.43002739726027,28.34,24.23,90.57997260273973
bengkayang,16274.0,28.32,46087.0,2025,11.482821917808218,4191.23,26.29460273972603,28.22,24.08,90.2970410958904
landak,43741.0,27.89,121995.0,2025,10.405260273972603,3797.92,25.826931506849316,27.42,23.39,91.53427397260275
mempawah,12548.0,33.77,42370.0,2025,8.77586301369863,3203.19,28.035506849315066,29.56,26.51,82.12821917808219
sanggau,35930.0,22.76,81786.0,2025,9.744602739726028,3556.78,25.969424657534248,27.77,23.79,91.64578082191781
ketapang,22718.0,36.53,82996.0,2025,9.950712328767123,3632.0099999999998,27.454602739726027,28.86,25.78,84.75890410958904
sintang,10235.0,22.12,22642.0,2025,9.829589041095891,3587.8,26.017835616438358,27.75,23.59,91.61857534246575
kapuas hulu,5373.0,22.25,11955.0,2025,9.752027397260273,3559.49,24.38564383561644,25.83,22.47,91.65660273972604
sekadau,12074.0,27.04,32646.0,2025,9.829589041095891,3587.8,26.017835616438358,27.75,23.59,91.61857534246575
melawi,4560.0,21.75,9917.0,2025,9.66717808219178,3528.52,25.243671232876714,26.81,22.87,91.38227397260273
kayong utara,8187.0,34.33,28108.0,2025,9.245452054794521,3374.59,26.60260273972603,28.16,24.24,89.20476712328768
kubu raya,19296.0,30.11,58102.0,2025,9.134054794520548,3333.93,26.758301369863016,28.56,24.48,88.96345205479452
pontianak,171.0,33.01,566.0,2025,9.442356164383561,3446.46,26.53586301369863,28.52,24.25,89.93690410958905
singkawang,4023.0,32.71,13158.0,2025,9.89745205479452,3612.57,27.72531506849315,29.54,25.72,83.97591780821918
tanah laut,26663.84,34.45,91856.74,2018,7.982246575342466,2913.52,26.522575342465753,28.96,23.9,84.42142465753425
kotabaru,9629.56,41.75,40204.92,2018,7.396493150684931,2699.72,27.42060273972603,29.12,25.61,81.84230136986301
banjar,57442.23,33.56,192786.24,2018,6.971287671232877,5089.04,25.78382191780822,28.96,21.36,85.22253424657534
barito kuala,78874.26,36.6,288711.72,2018,8.346109589041095,3046.33,26.62049315068493,29.34,24.48,86.52249315068492
tapin,36681.94,41.8,153342.35,2018,7.982246575342466,2913.52,26.522575342465753,28.96,23.9,84.42142465753425
hulu sungai selatan,26984.78,50.91,137370.36,2018,8.026191780821918,2929.56,26.403890410958905,28.06,24.07,88.34597260273972
hulu sungai tengah,27803.16,52.26,145296.04,2018,7.71627397260274,2816.44,24.827369863013697,26.58,22.48,89.84972602739727
hulu sungai utara,19786.74,50.77,100464.57,2018,7.71627397260274,2816.44,24.827369863013697,26.58,22.48,89.84972602739727
tabalong,14960.94,45.94,68724.35,2018,7.71627397260274,2816.44,24.827369863013697,26.58,22.48,89.84972602739727
tanah bumbu,14948.97,50.06,74833.26,2018,7.493643835616438,2735.18,26.09586301369863,28.95,23.75,85.99468493150685
balangan,5454.04,35.3,19255.36,2018,7.71627397260274,2816.44,24.827369863013697,26.58,22.48,89.84972602739727
banjarmasin,2522.84,37.73,9518.26,2018,8.40490410958904,3067.79,27.71827397260274,29.94,25.83,80.37079452054795
banjarbaru,1337.91,38.33,5128.24,2018,7.982246575342466,2913.52,26.522575342465753,28.96,23.9,84.42142465753425
tanah laut,28453.79,41.38,117728.21,2019,6.032273972602741,2201.78,26.951123287671233,30.22,24.01,81.69613698630137
kotabaru,6340.93,31.81,20172.26,2019,5.234657534246575,1910.65,27.624767123287672,29.98,26.06,80.55106849315068
banjar,77013.61,31.84,245195.57,2019,5.780698630136986,4219.91,26.07012328767123,30.22,21.35,83.55787671232876
barito kuala,88342.77,32.21,284558.93,2019,6.088109589041095,2222.16,27.0686301369863,30.25,24.57,83.74586301369864
tapin,40374.98,40.04,161647.51,2019,6.032273972602741,2201.78,26.951123287671233,30.22,24.01,81.69613698630137
hulu sungai selatan,30964.51,40.37,124999.04,2019,6.309726027397261,2303.05,26.65805479452055,28.81,24.37,87.22660273972602
hulu sungai tengah,29240.03,46.05,134652.55,2019,6.186301369863013,2258.0,25.100246575342467,27.07,22.86,88.66769863013698
hulu sungai utara,18285.41,52.66,96295.76,2019,6.186301369863013,2258.0,25.100246575342467,27.07,22.86,88.66769863013698
tabalong,13936.89,40.62,56610.73,2019,6.186301369863013,2258.0,25.100246575342467,27.07,22.86,88.66769863013698
tanah bumbu,11991.54,46.03,55192.69,2019,5.54641095890411,2024.44,26.62684931506849,29.5,23.99,82.43794520547945
balangan,5061.63,39.36,19923.66,2019,6.186301369863013,2258.0,25.100246575342467,27.07,22.86,88.66769863013698
banjarmasin,4572.46,43.25,19773.56,2019,6.986712328767124,2550.15,28.008219178082193,30.27,26.11,78.62019178082191
banjarbaru,1667.4,36.65,6111.35,2019,6.032273972602741,2201.78,26.951123287671233,30.22,24.01,81.69613698630137
tanah laut,24728.88,39.23,97018.84,2020,11.075956284153007,4053.8,26.774699453551914,30.41,24.8,85.6996174863388
kotabaru,7152.37,32.38,23162.39,2020,9.495273224043716,3475.27,27.57551912568306,28.95,25.91,83.26284153005464
banjar,50734.72,37.6,190762.02,2020,11.33136612021858,8294.56,26.20733606557377,30.41,22.12,86.89698087431694
barito kuala,66448.45,35.7,237193.34,2020,11.556967213114755,4229.85,26.873606557377048,28.78,24.95,87.67122950819672
tapin,31097.66,39.51,122859.81,2020,11.075956284153007,4053.8,26.774699453551914,30.41,24.8,85.6996174863388
hulu sungai selatan,25862.43,43.78,113217.0,2020,10.580491803278688,3872.46,26.70210382513661,28.72,24.37,89.07368852459017
hulu sungai tengah,29921.83,43.98,131585.88,2020,10.382513661202186,3800.0,25.077021857923498,27.05,22.86,90.77510928961749
hulu sungai utara,17291.53,54.46,94175.17,2020,10.382513661202186,3800.0,25.077021857923498,27.05,22.86,90.77510928961749
tabalong,15909.05,37.13,59067.28,2020,10.382513661202186,3800.0,25.077021857923498,27.05,22.86,90.77510928961749
tanah bumbu,12683.14,41.44,52553.08,2020,10.168224043715847,3721.57,26.266366120218578,28.19,24.44,87.7348087431694
balangan,4606.5,35.0,16123.59,2020,10.382513661202186,3800.0,25.077021857923498,27.05,22.86,90.77510928961749
banjarmasin,2376.67,39.96,9496.4,2020,12.178333333333335,4457.27,27.84445355191257,29.59,26.22,81.97680327868852
banjarbaru,1023.12,30.22,3091.86,2020,11.075956284153007,4053.8,26.774699453551914,30.41,24.8,85.6996174863388
tanah laut,21015.29,37.91,79662.36,2021,8.985753424657535,3279.8,26.419095890410958,28.47,24.62,86.25369863013698
kotabaru,5917.87,37.31,22079.5,2021,7.82931506849315,2857.7,27.342520547945206,28.62,25.85,83.01619178082191
banjar,43997.44,38.45,169163.19,2021,8.454671232876713,6171.91,25.931383561643834,28.47,23.5,87.16172602739725
barito kuala,62781.92,35.26,221359.83,2021,9.197150684931508,3356.96,26.55668493150685,28.18,24.58,88.24679452054795
tapin,28807.5,39.94,115061.9,2021,8.985753424657535,3279.8,26.419095890410958,28.47,24.62,86.25369863013698
hulu sungai selatan,22456.89,43.21,97036.85,2021,9.019534246575343,3292.13,26.369780821917807,27.88,24.26,89.50594520547945
hulu sungai tengah,24187.14,49.92,120730.76,2021,8.751479452054795,3194.29,24.78041095890411,26.48,22.85,91.08835616438355
hulu sungai utara,16084.07,45.88,73786.78,2021,8.751479452054795,3194.29,24.78041095890411,26.48,22.85,91.08835616438355
tabalong,11725.09,44.42,52086.96,2021,8.751479452054795,3194.29,24.78041095890411,26.48,22.85,91.08835616438355
tanah bumbu,9624.49,38.0,36572.77,2021,8.157890410958904,2977.63,25.947835616438354,27.68,24.31,88.13742465753424
balangan,4337.98,38.16,16553.34,2021,8.751479452054795,3194.29,24.78041095890411,26.48,22.85,91.08835616438355
banjarmasin,2279.0,38.97,8881.97,2021,10.391616438356165,3792.94,27.574986301369865,29.0,26.14,82.30364383561644
banjarbaru,1048.91,31.82,3337.34,2021,8.985753424657535,3279.8,26.419095890410958,28.47,24.62,86.25369863013698
tanah laut,19972.63,36.79,73487.24,2022,9.344054794520547,3410.58,26.612931506849314,28.61,25.01,85.31150684931507
kotabaru,4334.48,40.63,17609.79,2022,7.191178082191781,2624.78,27.4,28.64,25.78,82.70731506849314
banjar,37163.25,34.73,129050.5,2022,9.509890410958905,6942.22,25.981164383561644,28.61,22.79,87.2098904109589
barito kuala,57402.57,32.55,186867.79,2022,9.73405479452055,3552.9300000000003,26.63972602739726,28.17,24.96,87.82076712328768
tapin,25656.31,39.46,101228.04,2022,9.344054794520547,3410.58,26.612931506849314,28.61,25.01,85.31150684931507
hulu sungai selatan,12657.55,46.19,58463.58,2022,9.316986301369862,3400.7,26.424630136986302,27.95,24.29,89.16701369863013
hulu sungai tengah,23213.63,47.28,109758.31,2022,8.550027397260274,3120.76,24.852684931506847,26.39,23.27,90.64230136986302
hulu sungai utara,5549.0,46.18,25622.89,2022,8.550027397260274,3120.76,24.852684931506847,26.39,23.27,90.64230136986302
tabalong,12347.55,44.01,54341.6,2022,8.550027397260274,3120.76,24.852684931506847,26.39,23.27,90.64230136986302
tanah bumbu,9848.92,40.03,39429.0,2022,8.146849315068494,2973.6,26.057972602739724,27.8,24.51,87.56323287671233
balangan,4313.59,36.05,15548.9,2022,8.550027397260274,3120.76,24.852684931506847,26.39,23.27,90.64230136986302
banjarmasin,1504.48,32.79,4932.7,2022,10.920164383561644,3985.86,27.67358904109589,29.15,25.95,81.64463013698631
banjarbaru,944.95,32.58,3078.86,2022,9.344054794520547,3410.58,26.612931506849314,28.61,25.01,85.31150684931507
tanah laut,15062.41,35.08,52839.26,2023,5.923397260273973,2162.04,27.15232876712329,30.47,25.02,82.41799999999999
kotabaru,4126.22,40.62,16758.68,2023,5.3882739726027395,1966.72,27.889945205479453,29.93,25.71,80.4529589041096
banjar,31108.85,36.73,114278.22,2023,5.411054794520548,3950.07,26.17505479452055,30.47,22.13,84.77235616438357
barito kuala,54335.98,34.65,188249.94,2023,6.113260273972603,2231.34,27.267753424657535,30.86,25.24,84.58060273972602
tapin,25161.64,42.83,107771.39,2023,5.923397260273973,2162.04,27.15232876712329,30.47,25.02,82.41799999999999
hulu sungai selatan,18224.8,47.09,85828.32,2023,6.16345205479452,2249.66,26.89876712328767,29.15,25.07,87.54621917808218
hulu sungai tengah,23153.01,46.86,108484.63,2023,5.803315068493151,2118.21,25.32654794520548,27.27,23.58,89.03449315068494
hulu sungai utara,14468.01,55.97,80975.24,2023,5.803315068493151,2118.21,25.32654794520548,27.27,23.58,89.03449315068494
tabalong,12788.99,46.28,59184.43,2023,5.803315068493151,2118.21,25.32654794520548,27.27,23.58,89.03449315068494
tanah bumbu,9659.49,40.45,39071.33,2023,5.271068493150685,1923.94,26.818410958904106,29.94,24.66,83.05479452054794
balangan,4502.8,35.68,16067.58,2023,5.803315068493151,2118.21,25.32654794520548,27.27,23.58,89.03449315068494
banjarmasin,1140.29,41.1,4687.07,2023,7.447123287671232,2718.2,28.157178082191784,30.36,26.22,79.68857534246575
banjarbaru,551.33,24.48,1349.64,2023,5.923397260273973,2162.04,27.15232876712329,30.47,25.02,82.41799999999999
tanah laut,25091.89,42.73,107210.87,2024,7.5401639344262295,2759.7,27.297431693989072,29.43,25.04,85.0514480874317
kotabaru,4077.14,39.89,16264.8,2024,6.746994535519126,2469.4,28.000601092896172,29.35,26.08,83.01732240437158
banjar,40628.14,37.79,153537.87,2024,7.335478142076503,5369.57,26.571857923497266,29.43,22.17,86.3306693989071
barito kuala,58873.0,37.36,219962.68,2024,7.598032786885247,2780.88,27.355737704918035,29.1,25.52,87.32781420765028
tapin,27639.43,41.46,114594.15,2024,7.5401639344262295,2759.7,27.297431693989072,29.43,25.04,85.0514480874317
hulu sungai selatan,19905.34,47.11,93771.77,2024,7.884562841530054,2885.75,27.19270491803279,28.67,25.26,88.74139344262295
hulu sungai tengah,24709.56,47.53,117444.61,2024,7.721038251366121,2825.9,25.590819672131147,27.37,23.55,90.25767759562841
hulu sungai utara,15162.99,52.29,79292.4,2024,7.721038251366121,2825.9,25.590819672131147,27.37,23.55,90.25767759562841
tabalong,12856.14,47.29,60795.25,2024,7.721038251366121,2825.9,25.590819672131147,27.37,23.55,90.25767759562841
tanah bumbu,9688.67,40.26,39007.13,2024,6.966174863387978,2549.62,26.76696721311475,28.67,24.58,87.0263387978142
balangan,4727.98,36.24,17132.49,2024,7.721038251366121,2825.9,25.590819672131147,27.37,23.55,90.25767759562841
banjarmasin,1732.53,42.57,7376.23,2024,8.676939890710383,3175.7599999999998,28.347021857923497,29.82,26.87,81.49680327868853
banjarbaru,1019.61,31.17,3177.68,2024,7.5401639344262295,2759.7,27.297431693989072,29.43,25.04,85.0514480874317
tanah laut,27665.0,40.92,113212.0,2025,8.689123287671233,3171.53,26.592767123287672,28.88,24.01,86.1694794520548
kotabaru,5609.0,40.06,22470.0,2025,7.9954246575342465,2918.33,27.550712328767123,29.01,26.25,83.0373698630137
banjar,43461.0,38.2,166001.0,2025,9.16186301369863,6688.16,26.098794520547944,28.88,22.95,87.61258904109589
barito kuala,91057.0,35.49,323183.0,2025,8.796246575342465,3210.63,26.68172602739726,28.2,24.73,88.34043835616438
tapin,25764.0,42.43,109314.0,2025,8.689123287671233,3171.53,26.592767123287672,28.88,24.01,86.1694794520548
hulu sungai selatan,19619.0,47.26,92711.0,2025,8.656027397260273,3159.45,26.570082191780823,28.4,24.47,89.1568493150685
hulu sungai tengah,23357.0,44.51,103960.0,2025,8.435972602739726,3079.13,25.00715068493151,27.18,22.66,90.70920547945205
hulu sungai utara,15241.0,55.68,84857.0,2025,8.435972602739726,3079.13,25.00715068493151,27.18,22.66,90.70920547945205
tabalong,10633.0,47.68,50703.0,2025,8.435972602739726,3079.13,25.00715068493151,27.18,22.66,90.70920547945205
tanah bumbu,13823.0,42.5,58749.0,2025,8.008438356164383,2923.08,26.176219178082192,27.88,24.08,87.92857534246575
balangan,11011.0,38.35,42221.0,2025,8.435972602739726,3079.13,25.00715068493151,27.18,22.66,90.70920547945205
banjarmasin,1950.0,43.87,8554.0,2025,10.083479452054794,3680.47,27.70449315068493,29.18,26.11,82.51391780821918
banjarbaru,1143.0,29.78,3405.0,2025,8.689123287671233,3171.53,26.592767123287672,28.88,24.01,86.1694794520548
kotawaringin barat,118.64,31.04,368.22,2018,6.947671232876712,2535.9,26.815917808219176,28.95,24.06,84.88994520547946
kotawaringin timur,17648.63,33.05,58328.72,2018,7.6177534246575345,2780.48,27.13868493150685,29.67,24.83,83.75876712328767
kapuas,79340.64,38.46,305183.68,2018,7.9566849315068495,2904.19,26.142821917808217,28.09,23.98,89.32054794520548
barito selatan,1944.62,31.78,6179.34,2018,7.872246575342466,2873.37,26.04942465753425,27.75,23.97,89.76890410958904
barito utara,1839.39,28.65,5270.02,2018,7.86,2868.9,25.68758904109589,27.22,23.91,91.11731506849316
sukamara,649.33,24.05,1561.52,2018,7.011150684931506,2559.0699999999997,26.355753424657536,28.46,23.65,87.9298904109589
lamandau,3205.9,31.2,10003.59,2018,7.011150684931506,2559.0699999999997,26.355753424657536,28.46,23.65,87.9298904109589
seruyan,4157.16,21.39,8891.95,2018,6.947671232876712,2535.9,26.815917808219176,28.95,24.06,84.88994520547946
katingan,12493.56,30.08,37574.66,2018,7.863178082191781,2870.06,26.298767123287668,28.75,23.1,86.03520547945205
pulang pisau,19145.61,32.53,62279.04,2018,8.346109589041095,3046.33,26.62049315068493,29.34,24.48,86.52249315068492
gunung mas,966.07,22.42,2165.74,2018,8.004301369863015,2921.57,25.92843835616438,27.52,24.35,89.86947945205479
barito timur,4226.15,33.27,14061.89,2018,7.944164383561644,2899.62,25.14235616438356,26.97,23.05,90.86265753424658
murung raya,1832.97,15.78,2891.94,2018,7.821835616438356,2854.97,25.352027397260272,26.79,23.58,91.94660273972603
palangka raya,3.02,28.94,8.74,2018,7.621260273972603,2781.76,26.151698630136988,27.89,24.26,89.05413698630136
kotawaringin barat,216.1,29.65,640.75,2019,7.6806027397260275,2803.42,26.98802739726027,29.23,23.53,84.47197260273973
kotawaringin timur,20464.61,28.69,58716.81,2019,6.809287671232877,2485.39,27.383616438356167,29.61,24.1,82.636
kapuas,61979.64,32.82,203408.15,2019,6.740520547945206,2460.29,26.55169863013699,29.67,23.96,86.87761643835617
barito selatan,2795.12,28.64,8004.07,2019,6.811753424657534,2486.29,26.321698630136986,28.62,23.95,88.40599999999999
barito utara,3507.77,26.28,9218.55,2019,7.5248767123287665,2746.58,25.93545205479452,27.51,23.54,90.35191780821917
sukamara,1126.45,28.87,3251.86,2019,7.774821917808219,2837.81,26.526383561643833,28.7,23.72,87.4978904109589
lamandau,5141.42,35.56,18285.2,2019,7.774821917808219,2837.81,26.526383561643833,28.7,23.72,87.4978904109589
seruyan,4244.87,24.74,10502.91,2019,7.6806027397260275,2803.42,26.98802739726027,29.23,23.53,84.47197260273973
katingan,16318.21,27.33,44597.55,2019,7.843561643835617,2862.9,26.509232876712332,29.19,23.75,85.53372602739726
pulang pisau,19309.0,30.59,59061.22,2019,6.088109589041095,2222.16,27.0686301369863,30.25,24.57,83.74586301369864
gunung mas,1557.68,24.51,3817.57,2019,6.930191780821918,2529.52,26.214301369863012,27.97,23.71,88.24364383561644
barito timur,5518.73,30.93,17069.07,2019,6.917808219178082,2525.0,25.353260273972605,27.14,23.28,90.02246575342465
murung raya,3936.95,17.52,6897.51,2019,7.539150684931506,2751.79,25.577561643835615,26.79,23.46,91.49246575342465
palangka raya,27.96,32.23,90.11,2019,6.7588767123287665,2466.99,26.45972602739726,28.54,23.82,87.24145205479452
kotawaringin barat,457.43,33.98,1554.28,2020,10.862185792349727,3975.56,26.824234972677594,28.68,24.84,88.1144262295082
kotawaringin timur,19348.48,30.06,58166.38,2020,8.994262295081967,3291.9,27.471803278688526,29.37,25.27,84.3003825136612
kapuas,55171.09,40.5,223423.31,2020,9.124180327868851,3339.45,26.438688524590162,28.22,25.02,90.08215846994536
barito selatan,4276.05,35.48,15171.14,2020,9.73327868852459,3562.38,26.329207650273222,28.55,24.53,90.48573770491802
barito utara,3903.69,16.96,6621.46,2020,8.996502732240437,3292.72,26.0051912568306,27.74,24.35,91.20112021857923
sukamara,1370.42,22.14,3033.67,2020,10.990409836065574,4022.49,26.47814207650273,28.05,24.77,90.60434426229509
lamandau,4884.5,17.28,8441.46,2020,10.990409836065574,4022.49,26.47814207650273,28.05,24.77,90.60434426229509
seruyan,4534.26,21.77,9870.26,2020,10.862185792349727,3975.56,26.824234972677594,28.68,24.84,88.1144262295082
katingan,17741.63,27.38,48572.83,2020,10.317568306010928,3776.23,26.639562841530054,28.86,24.81,86.5465300546448
pulang pisau,22059.15,27.37,60366.46,2020,11.556967213114755,4229.85,26.873606557377048,28.78,24.95,87.67122950819672
gunung mas,888.61,22.09,1963.07,2020,8.589207650273224,3143.65,26.21849726775956,27.76,24.54,90.54562841530054
barito timur,5629.47,24.44,13760.31,2020,9.605273224043716,3515.53,25.417131147540985,27.1,23.21,91.56158469945355
murung raya,3010.27,23.28,7007.37,2020,8.845792349726775,3237.56,25.6577868852459,27.39,23.94,91.91051912568307
kotawaringin barat,124.75,38.22,476.77,2021,10.462328767123287,3818.75,26.662273972602737,28.19,24.78,87.68479452054795
kotawaringin timur,15551.73,29.39,45703.62,2021,8.678438356164383,3167.63,27.195013698630138,29.43,24.92,84.44734246575342
kapuas,56447.2,31.83,179659.65,2021,8.782657534246576,3205.67,26.124027397260274,27.9,24.36,90.68668493150685
barito selatan,1747.99,26.94,4708.42,2021,9.26158904109589,3380.48,25.974383561643833,27.59,23.99,91.05306849315069
barito utara,2329.64,27.53,6414.3,2021,9.539013698630136,3481.74,25.711999999999996,27.28,23.72,91.70791780821918
sukamara,530.17,32.75,1736.31,2021,10.613506849315067,3873.93,26.303643835616437,27.87,24.06,90.18619178082191
lamandau,1669.48,40.5,6761.02,2021,10.613506849315067,3873.93,26.303643835616437,27.87,24.06,90.18619178082191
seruyan,3082.68,24.57,7574.66,2021,10.462328767123287,3818.75,26.662273972602737,28.19,24.78,87.68479452054795
katingan,13163.74,26.06,34309.99,2021,10.096520547945206,3685.23,26.426438356164383,28.85,24.24,86.49334246575343
pulang pisau,24702.14,29.62,73179.37,2021,9.197150684931508,3356.96,26.55668493150685,28.18,24.58,88.24679452054795
gunung mas,369.61,25.37,937.77,2021,8.439205479452054,3080.31,25.941616438356167,27.57,24.17,90.82690410958904
barito timur,5291.88,34.5,18258.66,2021,9.331616438356164,3406.04,25.113342465753426,26.78,23.2,91.78652054794522
murung raya,843.05,16.88,1422.66,2021,9.538794520547945,3481.66,25.38153424657534,26.89,23.26,92.27421917808218
palangka raya,15.99,28.99,46.35,2021,8.573260273972602,3129.24,26.14167123287671,27.69,24.59,90.45413698630138
kotawaringin barat,115.2,28.68,330.44,2022,10.572301369863013,3858.89,26.72158904109589,28.42,24.74,87.49142465753424
kotawaringin timur,10222.83,28.53,29160.84,2022,9.256219178082192,3378.52,27.356219178082192,29.27,25.12,83.70594520547945
kapuas,46764.35,32.73,153060.04,2022,9.454,3450.71,26.146246575342463,27.22,24.54,90.49131506849315
barito selatan,2069.58,29.82,6170.98,2022,9.558054794520547,3488.69,26.044054794520548,27.4,24.18,90.61276712328768
barito utara,2831.79,28.58,8092.07,2022,10.323917808219178,3768.23,25.69142465753425,27.09,23.82,91.57720547945206
sukamara,577.61,36.21,2091.58,2022,10.699698630136986,3905.39,26.318986301369865,27.81,24.52,90.22131506849314
lamandau,371.93,24.05,894.55,2022,10.699698630136986,3905.39,26.318986301369865,27.81,24.52,90.22131506849314
seruyan,2730.36,25.26,6897.39,2022,10.572301369863013,3858.89,26.72158904109589,28.42,24.74,87.49142465753424
katingan,11098.26,27.93,30994.22,2022,10.623013698630137,3877.4,26.52013698630137,28.87,24.37,85.89175342465754
pulang pisau,25300.4,33.96,85923.18,2022,9.73405479452055,3552.9300000000003,26.63972602739726,28.17,24.96,87.82076712328768
gunung mas,226.52,25.11,568.9,2022,9.188684931506849,3353.87,25.951835616438355,27.55,23.87,90.74024657534247
barito timur,4942.69,35.46,17525.59,2022,9.751890410958904,3559.44,25.181178082191778,26.73,23.58,91.4598904109589
murung raya,967.29,22.58,2184.04,2022,10.27282191780822,3749.58,25.358136986301368,26.68,23.76,92.19517808219177
palangka raya,7.94,31.4,24.93,2022,9.130931506849315,3332.79,26.166109589041092,27.55,24.26,90.41619178082193
kotawaringin barat,155.53,28.45,442.56,2023,6.974849315068494,2545.82,27.223808219178082,30.17,24.92,84.82975342465754
kotawaringin timur,8735.39,29.88,26098.98,2023,6.944383561643835,2534.7,27.708109589041094,29.81,24.94,82.63356164383562
kapuas,44093.39,31.19,137516.69,2023,6.968054794520548,2543.34,26.66304109589041,29.65,24.89,88.2292602739726
barito selatan,1854.2,32.95,6108.75,2023,6.801150684931507,2482.42,26.486931506849313,28.76,24.67,89.19646575342466
barito utara,2522.64,31.8,8021.16,2023,7.584410958904109,2768.31,26.1193698630137,27.65,24.34,90.756
