kabupaten,luas_panen,produktivitas,produksi,tahun,curah_hujan_rataan,curah_hujan_total,suhu_rataan,suhu_maksimum,suhu_minimum,kelembapan_rataan
sukamara,440.03,36.55,1608.48,2023,7.110465753424658,2595.32,26.719041095890415,29.16,24.76,88.10397260273973
lamandau,250.54,29.17,730.86,2023,7.110465753424658,2595.32,26.719041095890415,29.16,24.76,88.10397260273973
seruyan,3115.7,28.14,8767.53,2023,6.974849315068494,2545.82,27.223808219178082,30.17,24.92,84.82975342465754
katingan,12010.32,30.22,36292.31,2023,8.176739726027398,2984.51,26.797835616438356,29.4,24.27,85.36219178082192
pulang pisau,22522.39,36.89,83087.65,2023,6.113260273972603,2231.34,27.267753424657535,30.86,25.24,84.58060273972602
gunung mas,203.61,31.41,639.56,2023,7.321589041095891,2672.38,26.39408219178082,28.61,24.56,89.08835616438355
barito timur,5099.04,39.94,20367.18,2023,6.950465753424658,2536.92,25.589808219178085,27.36,23.74,90.43331506849316
murung raya,561.53,18.63,1045.85,2023,7.616465753424657,2780.0099999999998,25.794054794520548,27.15,23.77,91.62928767123289
palangka raya,15.99,33.45,53.49,2023,6.8993972602739735,2518.28,26.655479452054795,28.89,24.44,87.96265753424657
kotawaringin barat,188.81,33.04,623.83,2024,8.665081967213116,3171.42,27.395983606557376,29.32,25.39,87.08303278688524
kotawaringin timur,9162.54,32.46,29745.75,2024,9.250737704918032,3385.77,27.99439890710383,31.06,25.43,83.93696721311476
kapuas,48720.01,30.67,149428.47,2024,9.093852459016393,3328.35,26.89377049180328,28.21,24.97,89.93918032786884
barito selatan,2000.8,35.49,7101.23,2024,8.76311475409836,3207.3,26.812814207650273,28.2,24.84,90.22918032786885
barito utara,3150.63,23.79,7494.46,2024,9.384207650273224,3434.62,26.44346994535519,27.64,24.72,91.38535519125683
sukamara,637.84,28.55,1820.74,2024,8.854945355191257,3240.91,26.984945355191257,28.45,25.14,90.01019125683061
lamandau,288.41,27.61,796.39,2024,8.854945355191257,3240.91,26.984945355191257,28.45,25.14,90.01019125683061
seruyan,2775.24,30.08,8348.74,2024,8.665081967213116,3171.42,27.395983606557376,29.32,25.39,87.08303278688524
katingan,12049.32,33.26,40081.48,2024,9.96188524590164,3646.05,27.17743169398907,29.58,24.76,86.20909836065573
pulang pisau,25931.17,38.7,100360.63,2024,7.598032786885247,2780.88,27.355737704918035,29.1,25.52,87.32781420765028
gunung mas,112.72,27.65,311.67,2024,9.831857923497267,3598.46,26.703469945355188,28.03,25.05,90.49161202185792
barito timur,5497.95,34.9,19185.26,2024,8.822267759562841,3228.95,25.92877049180328,27.49,23.86,91.18663934426229
murung raya,500.53,16.94,847.69,2024,9.343387978142076,3419.68,26.103387978142077,27.43,23.46,92.07418032786886
palangka raya,0.15,31.9,0.48,2024,9.21601092896175,3373.06,26.89412568306011,28.16,25.06,89.80292349726777
kotawaringin barat,281.0,38.06,1068.0,2025,10.33345205479452,3771.71,26.772273972602736,28.53,24.79,87.75835616438356
kotawaringin timur,9310.0,33.51,31196.0,2025,9.584493150684931,3498.34,27.262986301369864,29.73,24.67,84.80468493150684
kapuas,34740.0,33.16,115188.0,2025,9.191780821917808,3355.0,26.270246575342465,27.67,24.34,90.6082191780822
barito selatan,1858.0,31.27,5810.0,2025,8.712164383561644,3179.94,26.184684931506848,27.68,24.29,90.7458904109589
barito utara,4648.0,25.69,11940.0,2025,8.978931506849316,3277.31,25.861753424657532,27.29,24.06,91.7515890410959
sukamara,292.0,38.03,1109.0,2025,10.41972602739726,3803.2,26.433780821917807,28.06,24.7,90.29526027397259
lamandau,362.0,29.76,1076.0,2025,10.41972602739726,3803.2,26.433780821917807,28.06,24.7,90.29526027397259
seruyan,5015.0,27.6,13844.0,2025,10.33345205479452,3771.71,26.772273972602736,28.53,24.79,87.75835616438356
katingan,12772.0,32.01,40889.0,2025,9.835342465753424,3589.9,26.516986301369865,29.16,23.91,86.53378082191782
pulang pisau,21166.0,40.87,86514.0,2025,8.796246575342465,3210.63,26.68172602739726,28.2,24.73,88.34043835616438
gunung mas,70.0,20.51,143.0,2025,9.674328767123288,3531.13,26.09268493150685,27.57,24.1,90.99057534246575
barito timur,6369.0,38.17,24310.0,2025,8.774657534246575,3202.75,25.333232876712326,27.17,23.69,91.5313698630137
murung raya,268.0,12.54,337.0,2025,9.00654794520548,3287.39,25.54482191780822,26.84,23.81,92.29421917808219
palangka raya,1.0,37.5,4.0,2025,9.577890410958904,3495.93,26.278520547945206,27.77,24.28,90.52257534246574
paser,8415.02,38.13,32083.72,2018,7.625972602739726,2783.48,25.6992602739726,27.01,23.89,89.66895890410959
kutai barat,395.83,27.53,1089.61,2018,7.80358904109589,2848.31,25.587890410958902,26.96,23.8,91.93843835616438
kutai kartanegara,31084.0,46.34,144048.49,2018,5.989698630136986,2186.24,25.665616438356167,27.1,23.94,91.59257534246575
kutai timur,3587.82,35.82,12850.97,2018,5.723123287671233,2088.94,26.040219178082193,27.32,24.06,89.86964383561643
berau,6401.38,30.34,19422.59,2018,7.001972602739725,2555.72,25.456054794520547,26.78,23.95,91.46199999999999
penajam paser utara,11084.82,34.32,38039.29,2018,7.625972602739726,2783.48,25.6992602739726,27.01,23.89,89.66895890410959
mahakam ulu,546.64,20.5,1120.42,2018,7.756164383561644,2831.0,24.138904109589042,25.45,22.38,92.32912328767122
samarinda,3388.65,41.12,13933.69,2018,5.989698630136986,2186.24,25.665616438356167,27.1,23.94,91.59257534246575
bontang,57.0,32.47,185.1,2018,5.5523561643835615,2026.61,26.910465753424656,28.3,25.02,84.54369863013699
paser,13012.74,37.08,48251.88,2019,6.746328767123288,2462.41,25.880000000000003,27.5,24.07,89.11019178082192
kutai barat,292.91,32.87,962.88,2019,7.53186301369863,2749.13,25.82731506849315,27.23,24.11,91.26402739726028
kutai kartanegara,31358.2,38.65,121202.53,2019,5.7426301369863015,2096.06,25.923424657534245,27.73,24.34,90.53243835616438
kutai timur,4541.74,35.07,15926.08,2019,5.368931506849315,1959.66,26.274301369863014,27.67,24.91,88.83934246575343
berau,4771.22,35.08,16739.31,2019,6.066630136986301,2214.32,25.78887671232877,27.85,23.9,89.39041095890411
penajam paser utara,13138.93,31.68,41622.32,2019,6.746328767123288,2462.41,25.880000000000003,27.5,24.07,89.11019178082192
mahakam ulu,470.25,32.35,1521.06,2019,7.242054794520548,2643.35,24.3846301369863,26.01,22.84,91.73249315068493
balikpapan,12.52,29.77,37.27,2019,5.02027397260274,1832.4,26.368438356164383,28.36,24.71,87.78583561643835
samarinda,2021.86,35.67,7212.12,2019,5.7426301369863015,2096.06,25.923424657534245,27.73,24.34,90.53243835616438
bontang,87.38,39.25,342.92,2019,5.335753424657534,1947.55,27.17764383561644,28.64,25.85,83.41049315068494
paser,12825.6,40.83,52365.75,2020,9.551639344262295,3495.9,25.96106557377049,27.4,23.81,89.94811475409837
kutai barat,510.78,23.48,1199.22,2020,8.95707650273224,3278.29,25.87478142076503,27.64,23.72,91.99857923497268
kutai kartanegara,31952.96,34.72,110940.44,2020,7.415983606557377,2714.25,25.96013661202186,27.49,23.25,91.44311475409836
kutai timur,4978.75,34.3,17078.56,2020,6.578087431693989,2407.58,26.26237704918033,27.73,24.68,89.63945355191257
berau,6461.68,36.14,23352.73,2020,8.559808743169398,3132.89,25.653196721311474,27.44,24.15,91.20601092896175
penajam paser utara,13924.41,33.77,47018.03,2020,9.551639344262295,3495.9,25.96106557377049,27.4,23.81,89.94811475409837
mahakam ulu,464.44,23.29,1081.75,2020,8.507540983606559,3113.76,24.450000000000003,26.11,22.82,92.11508196721311
balikpapan,118.31,35.46,419.57,2020,7.4344808743169395,2721.02,26.432868852459016,27.91,24.39,88.52568306010929
samarinda,2250.75,38.44,8651.61,2020,7.415983606557377,2714.25,25.96013661202186,27.49,23.25,91.44311475409836
bontang,80.76,40.47,326.86,2020,6.620273224043716,2423.02,27.136284153005462,28.61,25.04,84.42122950819672
paser,13137.77,39.56,51972.06,2021,9.60758904109589,3506.77,25.758410958904108,26.96,23.57,89.91624657534247
kutai barat,527.89,38.29,2021.46,2021,9.577287671232877,3495.71,25.62764383561644,27.09,23.58,92.29805479452055
kutai kartanegara,27635.02,37.79,104441.83,2021,8.23331506849315,3005.16,25.75715068493151,27.27,23.9,91.9087397260274
kutai timur,3660.48,35.84,13119.61,2021,7.230931506849315,2639.29,26.09235616438356,27.36,24.31,89.78093150684931
berau,5756.54,38.85,22364.87,2021,6.946739726027397,2535.56,25.477890410958906,27.02,23.86,91.36024657534246
penajam paser utara,13501.6,31.2,42130.12,2021,9.60758904109589,3506.77,25.758410958904108,26.96,23.57,89.91624657534247
mahakam ulu,232.22,40.14,932.09,2021,9.267890410958906,3382.78,24.144712328767124,25.62,22.22,92.58668493150685
balikpapan,102.67,34.49,354.13,2021,7.7344109589041095,2823.06,26.268876712328765,27.55,24.1,88.4624109589041
samarinda,1632.33,42.82,6988.91,2021,8.23331506849315,3005.16,25.75715068493151,27.27,23.9,91.9087397260274
bontang,82.94,42.55,352.88,2021,7.696328767123287,2809.16,26.989287671232876,28.47,25.11,84.1891506849315
paser,11663.91,41.33,48202.66,2022,9.747041095890411,3557.67,25.808082191780823,27.23,24.12,89.47580821917808
kutai barat,477.55,26.9,1284.77,2022,10.316054794520548,3765.36,25.577095890410956,26.78,24.26,92.25290410958904
kutai kartanegara,27981.31,37.53,105025.7,2022,8.66504109589041,3162.74,25.720547945205478,27.48,24.36,91.97665753424658
kutai timur,3415.9,35.35,12076.25,2022,7.808520547945206,2850.11,26.060410958904107,27.54,24.56,89.86813698630138
berau,6229.84,33.93,21135.98,2022,7.316931506849315,2670.68,25.437397260273972,26.78,23.77,91.41128767123288
penajam paser utara,13531.22,33.38,45160.69,2022,9.747041095890411,3557.67,25.808082191780823,27.23,24.12,89.47580821917808
mahakam ulu,201.45,24.29,489.42,2022,9.941506849315068,3628.65,24.15,25.4,22.65,92.44139726027397
balikpapan,86.93,34.75,302.1,2022,8.057917808219178,2941.14,26.264438356164383,28.12,24.48,88.46287671232876
samarinda,1312.78,41.84,5492.34,2022,8.66504109589041,3162.74,25.720547945205478,27.48,24.36,91.97665753424658
bontang,69.12,36.95,255.43,2022,8.1533698630137,2975.98,26.93542465753425,28.41,25.5,84.51802739726027
paser,6584.52,43.45,28608.94,2023,6.729589041095891,2456.3,26.16219178082192,27.78,24.31,89.20095890410958
kutai barat,426.23,30.95,1319.37,2023,7.591808219178083,2771.01,26.053780821917805,27.59,24.08,91.46668493150683
kutai kartanegara,26547.34,43.36,115103.82,2023,5.952301369863014,2172.59,26.202301369863015,27.76,24.44,90.94643835616438
kutai timur,3505.89,29.0,10167.79,2023,5.982219178082192,2183.51,26.500876712328765,27.91,24.64,89.33898630136986
berau,6027.48,34.01,20498.89,2023,7.199917808219178,2627.97,25.87901369863014,27.42,23.96,91.18254794520547
penajam paser utara,12521.93,36.02,45100.57,2023,6.729589041095891,2456.3,26.16219178082192,27.78,24.31,89.20095890410958
mahakam ulu,227.99,29.86,680.75,2023,7.485917808219178,2732.36,24.598191780821917,25.92,22.77,92.03435616438357
balikpapan,41.45,37.11,153.81,2023,5.31854794520548,1941.27,26.650712328767124,28.42,24.81,87.94991780821918
samarinda,1157.71,44.78,5184.28,2023,5.952301369863014,2172.59,26.202301369863015,27.76,24.44,90.94643835616438
bontang,41.47,37.1,153.85,2023,5.703287671232876,2081.7,27.40591780821918,29.19,25.73,83.74871232876713
paser,11342.28,46.63,52886.67,2024,8.838551912568306,3234.91,26.398907103825138,27.72,24.6,90.01852459016393
kutai barat,449.25,30.01,1348.29,2024,9.30502732240437,3405.64,26.336338797814207,27.95,24.0,92.10674863387977
kutai kartanegara,26031.16,40.93,106553.73,2024,7.093579234972678,2596.25,26.389371584699454,27.79,24.08,91.67338797814207
kutai timur,3790.01,36.78,13938.46,2024,6.72360655737705,2460.84,26.69415300546448,28.08,24.67,90.30035519125683
berau,5674.14,29.42,16693.4,2024,8.32691256830601,3047.65,26.061803278688526,27.46,24.57,91.74016393442623
penajam paser utara,13235.19,36.37,48133.9,2024,8.838551912568306,3234.91,26.398907103825138,27.72,24.6,90.01852459016393
mahakam ulu,283.33,24.07,681.92,2024,8.984781420765026,3288.43,24.924590163934425,26.36,22.73,92.33265027322405
balikpapan,49.61,25.34,125.69,2024,7.0048360655737705,2563.77,26.806229508196722,28.11,24.92,89.12967213114754
samarinda,2186.68,42.44,9280.84,2024,7.093579234972678,2596.25,26.389371584699454,27.79,24.08,91.67338797814207
paser,14599.0,46.34,67651.0,2025,8.883260273972603,3242.39,25.94619178082192,27.77,24.52,89.78019178082191
kutai barat,1727.0,30.61,5286.0,2025,8.941205479452055,3263.54,25.781534246575344,27.24,23.51,92.28449315068492
kutai kartanegara,26287.0,42.18,110870.0,2025,8.217698630136987,2999.46,25.930301369863013,27.79,24.54,91.76523287671232
kutai timur,4198.0,36.12,15165.0,2025,7.810109589041096,2850.69,26.224109589041095,27.63,24.47,90.30402739726027
berau,3110.0,38.24,11893.0,2025,9.732465753424657,3552.35,25.606547945205477,26.95,24.02,92.04871232876712
penajam paser utara,13570.0,35.06,47581.0,2025,8.883260273972603,3242.39,25.94619178082192,27.77,24.52,89.78019178082191
mahakam ulu,191.0,36.36,696.0,2025,8.811068493150685,3216.04,24.34893150684932,25.69,22.73,92.4165205479452
balikpapan,65.0,39.36,256.0,2025,7.623917808219178,2782.73,26.417616438356166,28.42,24.74,88.77227397260275
samarinda,2769.0,41.42,11469.0,2025,8.217698630136987,2999.46,25.930301369863013,27.79,24.54,91.76523287671232
bontang,,29.39,1.0,2025,7.742082191780822,2825.86,27.081808219178082,28.63,25.3,84.9410684931507
malinau,2682.0,30.69,8230.39,2018,8.644575342465753,3155.27,25.48586301369863,26.6,23.78,92.52079452054794
bulungan,4817.9,33.17,15978.78,2018,8.501287671232877,3102.97,26.698493150684932,27.88,25.3,87.14487671232877
tana tidung,458.53,30.02,1376.35,2018,8.644575342465753,3155.27,25.48586301369863,26.6,23.78,92.52079452054794
nunukan,5731.8,33.89,19425.91,2018,8.025287671232876,2929.23,25.052356164383564,26.21,23.4,92.34424657534247
tarakan,16.77,31.07,52.1,2018,8.610739726027397,3142.92,27.74391780821918,29.33,26.02,81.08219178082192
malinau,1966.1,33.39,6564.07,2019,8.044356164383561,2936.19,25.691150684931507,27.1,23.59,91.39841095890411
bulungan,4327.52,29.14,12610.09,2019,7.564164383561644,2760.92,26.920739726027396,28.1,25.28,86.07824657534248
tana tidung,110.11,25.91,285.3,2019,8.044356164383561,2936.19,25.691150684931507,27.1,23.59,91.39841095890411
nunukan,3875.27,35.7,13835.77,2019,7.340054794520547,2679.12,25.23939726027397,26.58,23.3,91.3529589041096
tarakan,15.7,39.47,61.96,2019,7.962301369863014,2906.2400000000002,28.048493150684934,29.6,25.97,79.79298630136987
malinau,2049.59,32.03,6565.84,2020,12.633579234972679,4623.89,25.64521857923497,27.42,23.88,92.0274043715847
bulungan,4605.83,33.42,15394.85,2020,12.22606557377049,4474.74,26.869972677595626,28.71,25.66,86.67166666666667
tana tidung,286.78,25.56,733.01,2020,12.633579234972679,4623.89,25.64521857923497,27.42,23.88,92.0274043715847
nunukan,2933.0,37.05,10865.63,2020,10.4824043715847,3836.56,25.197896174863388,27.07,23.53,91.94109289617487
tarakan,7.85,19.04,14.95,2020,12.674180327868852,4638.75,27.937185792349727,29.84,26.47,80.62489071038252
malinau,1374.75,29.76,4091.82,2021,8.77813698630137,3204.02,25.497013698630138,26.94,23.96,92.35002739726028
bulungan,3954.32,32.9,13010.96,2021,8.683534246575341,3169.49,26.705013698630136,28.25,25.44,86.9847397260274
tana tidung,228.29,28.01,639.43,2021,8.77813698630137,3204.02,25.497013698630138,26.94,23.96,92.35002739726028
nunukan,3303.82,36.85,12173.72,2021,8.137863013698631,2970.32,25.051726027397258,26.69,23.01,92.25564383561643
tarakan,19.65,26.15,51.38,2021,8.74131506849315,3190.58,27.76695890410959,29.7,26.17,80.89128767123287
malinau,1520.93,35.07,5333.52,2022,8.892493150684931,3245.7599999999998,25.428602739726028,26.74,23.47,92.35701369863013
bulungan,3341.49,34.79,11626.22,2022,8.323178082191781,3037.96,26.651999999999997,27.93,25.09,86.94383561643835
tana tidung,186.78,30.35,566.97,2022,8.892493150684931,3245.7599999999998,25.428602739726028,26.74,23.47,92.35701369863013
nunukan,3535.35,36.62,12945.28,2022,8.609561643835615,3142.49,24.974520547945207,26.45,23.08,92.29602739726027
tarakan,19.64,31.36,61.6,2022,8.828904109589041,3222.55,27.70695890410959,29.14,25.87,80.7751506849315
malinau,1451.05,34.88,5061.43,2023,8.61572602739726,3144.74,25.881068493150686,27.21,24.06,92.34098630136987
bulungan,2632.03,38.36,10095.87,2023,8.40454794520548,3067.66,27.074082191780825,28.37,25.21,87.17909589041096
tana tidung,153.41,26.6,408.0,2023,8.61572602739726,3144.74,25.881068493150686,27.21,24.06,92.34098630136987
nunukan,2251.65,35.48,7989.3,2023,7.801534246575343,2847.56,25.437205479452054,26.6,23.6,92.29912328767124
tarakan,11.78,40.24,47.4,2023,8.52268493150685,3110.78,28.123643835616438,29.62,26.17,81.18542465753424
malinau,1512.75,37.51,5673.66,2024,8.853060109289617,3240.22,26.141530054644807,27.83,24.62,92.30191256830601
bulungan,3323.21,35.91,11932.59,2024,8.904016393442623,3258.87,27.304234972677598,28.86,25.63,87.35729508196721
tana tidung,91.12,32.42,295.38,2024,8.853060109289617,3240.22,26.141530054644807,27.83,24.62,92.30191256830601
nunukan,3347.12,36.31,12153.02,2024,8.054344262295082,2947.89,25.720765027322404,27.4,24.09,92.12177595628415
tarakan,7.85,32.0,25.12,2024,8.724316939890711,3193.1,28.368551912568304,30.27,26.4,81.38994535519126
malinau,1753.0,41.47,7270.0,2025,9.259945205479452,3379.88,25.626465753424657,26.93,24.07,92.6653698630137
bulungan,5146.0,36.35,18704.0,2025,9.446246575342466,3447.88,26.81254794520548,28.22,25.46,87.61265753424657
tana tidung,136.0,33.88,459.0,2025,9.259945205479452,3379.88,25.626465753424657,26.93,24.07,92.6653698630137
nunukan,3165.0,36.57,11575.0,2025,8.554191780821919,3122.28,25.20386301369863,26.66,23.8,92.4747397260274
tarakan,10.0,31.45,31.0,2025,9.057342465753424,3305.93,27.84608219178082,29.38,26.29,81.56591780821918
bangka tengah,170.72,32.48,554.53,2018,6.013123287671233,2194.79,27.370356164383562,28.78,25.47,82.61830136986302
bangka tengah,112.35,39.09,439.19,2019,5.628109589041096,2054.26,27.776301369863013,29.57,26.19,81.07123287671233
belitung,406.13,21.58,876.41,2020,7.256338797814208,2655.82,28.046311475409837,29.41,26.55,81.74035519125684
bangka tengah,98.31,37.17,365.39,2020,7.365655737704918,2695.83,27.581393442622954,29.22,25.99,83.55456284153006
belitung,293.25,23.76,696.68,2021,6.975452054794521,2546.04,27.94471232876712,29.63,26.28,80.98150684931507
bangka tengah,121.72,30.4,370.04,2021,7.034,2567.41,27.405698630136985,29.22,25.36,83.24271232876713
belitung,332.09,24.3,807.06,2022,7.880684931506849,2876.45,27.894109589041097,29.31,26.36,81.21112328767124
bangka tengah,112.36,27.6,310.07,2022,7.977890410958904,2911.93,27.324027397260274,29.11,25.34,83.78652054794522
belitung,293.57,23.89,701.46,2023,4.686219178082192,1710.47,28.342191780821917,30.0,26.06,80.01095890410959
bangka tengah,112.36,35.19,395.38,2023,5.087780821917808,1857.04,27.878164383561646,29.89,25.64,81.97542465753425
belitung,316.87,22.08,699.74,2024,5.802349726775956,2123.66,28.695027322404368,30.03,27.01,80.34765027322405
bangka tengah,121.08,40.14,486.0,2024,6.319590163934426,2312.97,28.208333333333332,29.54,26.36,82.51035519125683
belitung,236.0,23.23,549.0,2025,7.003232876712328,2556.18,28.106493150684933,29.7,26.38,81.33298630136987
